epoch,train_loss,valid_loss,error_rate,accuracy,time
0,2.7529006004333496,2.297414541244507,0.7563451528549194,0.24365481734275818,00:27
1,2.5913174152374268,2.4314138889312744,0.7766497731208801,0.22335025668144226,00:25
2,2.4737308025360107,2.425877094268799,0.7512690424919128,0.24873095750808716,00:27
3,2.391848087310791,2.3379249572753906,0.710659921169281,0.2893401086330414,00:27
4,2.2685155868530273,2.3055076599121094,0.6751269102096558,0.32487308979034424,00:26
5,2.1813161373138428,2.295914649963379,0.6954314708709717,0.3045685291290283,00:25
6,2.093571186065674,2.268385887145996,0.710659921169281,0.2893401086330414,00:25
7,1.9874519109725952,2.23303484916687,0.6802030205726624,0.31979694962501526,00:26
8,1.907042145729065,2.161416530609131,0.6548223495483398,0.34517765045166016,00:27
9,1.7970296144485474,2.150268316268921,0.6598984599113464,0.3401015102863312,00:28
10,1.7201191186904907,2.151991844177246,0.6598984599113464,0.3401015102863312,00:26
11,1.6480454206466675,2.2236411571502686,0.6446700692176819,0.3553299605846405,00:26
12,1.553511619567871,2.2359201908111572,0.6548223495483398,0.34517765045166016,00:25
13,1.4884151220321655,2.2191030979156494,0.6548223495483398,0.34517765045166016,00:25
14,1.4002020359039307,2.219362735748291,0.6497461795806885,0.3502538204193115,00:25
15,1.3227437734603882,2.2248873710632324,0.6954314708709717,0.3045685291290283,00:25
16,1.2477716207504272,2.272940158843994,0.6294416189193726,0.37055838108062744,00:26
17,1.1808631420135498,2.235285758972168,0.6700507402420044,0.3299492299556732,00:25
18,1.118012547492981,2.2453439235687256,0.6446700692176819,0.3553299605846405,00:25
19,1.0576188564300537,2.3714163303375244,0.6446700692176819,0.3553299605846405,00:25
20,0.988847553730011,2.363740921020508,0.6649746298789978,0.3350253701210022,00:25
21,0.9216821193695068,2.330075740814209,0.6345177888870239,0.36548224091529846,00:26
22,0.8691492676734924,2.423082113265991,0.6395938992500305,0.3604061007499695,00:25
23,0.8107087016105652,2.492546796798706,0.6192893385887146,0.3807106614112854,00:25
24,0.7573608756065369,2.6698906421661377,0.6497461795806885,0.3502538204193115,00:46
25,0.7198196053504944,2.6467862129211426,0.6497461795806885,0.3502538204193115,01:06
26,0.674640953540802,2.6392099857330322,0.6395938992500305,0.3604061007499695,01:07
27,0.6377594470977783,2.614809989929199,0.5888324975967407,0.4111675024032593,01:07
28,0.5990014672279358,2.5633652210235596,0.6446700692176819,0.3553299605846405,01:08
29,0.5502809286117554,2.5319089889526367,0.5837563276290894,0.41624364256858826,01:07
30,0.4988801181316376,2.563005208969116,0.5939086079597473,0.4060913622379303,01:08
31,0.4724959433078766,2.5609257221221924,0.5786802172660828,0.42131978273391724,01:07
32,0.45145684480667114,2.6323049068450928,0.5736040472984314,0.4263959527015686,01:08
33,0.4189559519290924,2.693929672241211,0.6192893385887146,0.3807106614112854,01:06
34,0.3900163769721985,2.631412982940674,0.5939086079597473,0.4060913622379303,01:06
35,0.36455652117729187,2.617892026901245,0.5786802172660828,0.42131978273391724,01:07
36,0.34423843026161194,2.6402111053466797,0.5634517669677734,0.43654823303222656,01:06
37,0.3378898799419403,2.6177144050598145,0.5685279369354248,0.4314720928668976,01:06
38,0.3145489990711212,2.6788291931152344,0.5888324975967407,0.4111675024032593,01:07
39,0.2935144007205963,2.7114498615264893,0.5736040472984314,0.4263959527015686,01:09
40,0.27095669507980347,2.753994941711426,0.5837563276290894,0.41624364256858826,01:07
41,0.25293007493019104,2.775578022003174,0.6040608882904053,0.39593908190727234,01:06
42,0.2359704077243805,2.7366139888763428,0.5685279369354248,0.4314720928668976,01:06
43,0.22806859016418457,2.6687374114990234,0.5583756566047668,0.44162437319755554,01:07
44,0.2150401473045349,2.8933279514312744,0.5532994866371155,0.4467005133628845,01:07
45,0.21199963986873627,2.8052594661712646,0.5786802172660828,0.42131978273391724,01:08
46,0.20605222880840302,2.7681422233581543,0.6091370582580566,0.39086294174194336,01:07
47,0.19050152599811554,2.5852534770965576,0.5989847779273987,0.4010152220726013,01:07
48,0.18393713235855103,2.5126686096191406,0.5482233762741089,0.4517766535282135,01:03
49,0.17680273950099945,2.7610011100769043,0.5939086079597473,0.4060913622379303,00:27
50,0.17382308840751648,2.865314245223999,0.6091370582580566,0.39086294174194336,00:26
51,0.1673605740070343,2.824575662612915,0.5837563276290894,0.41624364256858826,00:28
52,0.15850190818309784,2.699629306793213,0.5786802172660828,0.42131978273391724,00:27
53,0.14756666123867035,2.746121406555176,0.5837563276290894,0.41624364256858826,00:26
54,0.14372099936008453,2.682833433151245,0.5482233762741089,0.4517766535282135,00:28
55,0.13407716155052185,2.653715133666992,0.5532994866371155,0.4467005133628845,00:29
56,0.13140803575515747,2.710893154144287,0.5329949259757996,0.46700507402420044,00:27
57,0.1280561238527298,2.6351749897003174,0.5685279369354248,0.4314720928668976,00:29
58,0.12452203035354614,2.68428897857666,0.5685279369354248,0.4314720928668976,00:26
59,0.12798097729682922,2.6995127201080322,0.5736040472984314,0.4263959527015686,00:26
60,0.1284194439649582,2.7544174194335938,0.5888324975967407,0.4111675024032593,00:27
61,0.13157548010349274,2.7865610122680664,0.5786802172660828,0.42131978273391724,00:27
62,0.12547950446605682,2.821408748626709,0.5736040472984314,0.4263959527015686,00:29
63,0.11752435564994812,2.833343982696533,0.5583756566047668,0.44162437319755554,00:29
64,0.11375495791435242,2.8052759170532227,0.5685279369354248,0.4314720928668976,00:29
65,0.10835710167884827,2.9397072792053223,0.5583756566047668,0.44162437319755554,00:28
66,0.09965354949235916,2.975076198577881,0.5583756566047668,0.44162437319755554,00:28
67,0.10284853726625443,2.921510696411133,0.5583756566047668,0.44162437319755554,00:26
68,0.09241686761379242,2.9252092838287354,0.5482233762741089,0.4517766535282135,00:26
69,0.08856824040412903,2.93569278717041,0.5482233762741089,0.4517766535282135,00:29
70,0.08386506885290146,2.9193050861358643,0.5736040472984314,0.4263959527015686,00:29
71,0.07730335742235184,2.977442502975464,0.5736040472984314,0.4263959527015686,00:27
72,0.07693418860435486,3.0236165523529053,0.5786802172660828,0.42131978273391724,00:28
73,0.07432153820991516,3.0616607666015625,0.5786802172660828,0.42131978273391724,00:28
74,0.07116489112377167,3.0747227668762207,0.5736040472984314,0.4263959527015686,00:29
75,0.06456750631332397,3.0275774002075195,0.5736040472984314,0.4263959527015686,00:28
76,0.06087043881416321,2.986067295074463,0.5786802172660828,0.42131978273391724,00:27
77,0.05768437683582306,3.004528760910034,0.5685279369354248,0.4314720928668976,00:27
78,0.05461784079670906,2.9819347858428955,0.5482233762741089,0.4517766535282135,00:27
79,0.05095269903540611,2.9827890396118164,0.5634517669677734,0.43654823303222656,00:28
80,0.04981132224202156,2.963785171508789,0.5532994866371155,0.4467005133628845,00:28
81,0.045817237347364426,2.9717843532562256,0.5685279369354248,0.4314720928668976,00:29
82,0.04887238144874573,2.982116460800171,0.5736040472984314,0.4263959527015686,00:27
83,0.04463328421115875,2.9705116748809814,0.5736040472984314,0.4263959527015686,00:28
84,0.04008322209119797,2.983335494995117,0.5634517669677734,0.43654823303222656,00:26
85,0.04584197700023651,3.016709804534912,0.5583756566047668,0.44162437319755554,00:25
86,0.042688701301813126,3.0288379192352295,0.5685279369354248,0.4314720928668976,00:26
87,0.03807280957698822,3.003817081451416,0.5634517669677734,0.43654823303222656,00:27
88,0.03577420115470886,2.9692869186401367,0.5583756566047668,0.44162437319755554,00:27
89,0.03742319345474243,2.9777748584747314,0.5685279369354248,0.4314720928668976,00:26
90,0.03859149292111397,2.956864595413208,0.5685279369354248,0.4314720928668976,00:28
91,0.036154989153146744,2.937065839767456,0.5583756566047668,0.44162437319755554,00:26
92,0.03757540136575699,2.9547667503356934,0.5634517669677734,0.43654823303222656,00:27
93,0.03994676470756531,2.954516649246216,0.5685279369354248,0.4314720928668976,00:29
94,0.03554020822048187,2.9683547019958496,0.5583756566047668,0.44162437319755554,00:26
95,0.03528658673167229,2.993906021118164,0.5583756566047668,0.44162437319755554,00:25
96,0.03790535032749176,2.946091413497925,0.5634517669677734,0.43654823303222656,00:26
97,0.03497971594333649,2.9598453044891357,0.5634517669677734,0.43654823303222656,00:25
98,0.035960447043180466,2.974152088165283,0.5482233762741089,0.4517766535282135,00:26
99,0.037275008857250214,2.9569835662841797,0.5583756566047668,0.44162437319755554,00:27
